doc_id,text,approach,domain,evidence_type,source_type,source_title,source_file,paragraph_index
excerpt_1565,"A naturalistic study of the relationship between extrinsic rewards and children’s prosocial behavior had similar results (Grusec, 1991). Mothers of 4-year-olds recorded their responses to their children’s prosocial acts over a one-month period. The children who were most likely to engage spontaneously in prosocial acts were those whose mothers were least likely to respond after such acts. Children whose mothers did not respond at all to their prosocial acts engaged in the most such acts, those who received acknowledgment (such as a simple ""Thanks"") engaged in them less frequently, and children who received approval or praise (""What",Traditional,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1566,"Yet another study showed that mothers who were less involved with their children’s interactions, and were less likely to respond to children’s bids for attention and help, had children who were more likely to help, comfort, and share with each other, and to engage in more enjoyable social interactions with others (Crockenberg & Bryant, 1978). The rewards of attention are more subtle in this case, but withholding even such subtle rewards is associated with more prosocial behavior.",Traditional,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1567,"Being rewarded also affects how one views one’s own prosocial tendencies: children who were rewarded for charitable behavior considered themselves less altruistic than did children who were not rewarded (Smith, Gelfand, Hartmann, & Partlow, 1979).",Traditional,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1568,"Dweck’s work is important to the issue of rewards and grades in school because research shows that receipt of grades leads children to adopt performance instead of mastery goals. In fact, as will be discussed in chapter 8, even praise that insinuates an entity theory (""You are really smart!"") brings on an unhealthy response to subsequent failures.",Traditional,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1569,"One interesting study examined the impact of grades on self theories, goals, and performance in sixth-graders using tasks with both fixed and open-ended solutions (Butler & Nisan, 1986). Some of the fixed-solution tests were word games, such as making as many words as possible from the letters of a long word and constructing new words using the first and last letters of a prior word. The open-ended tasks included a ""creative uses"" task in which one comes up with as many uses as possible for an object, and a ""circles"" task, in which one is given a page of nickel-sized circles to draw on, and the creativity of one’s drawings is rated. All children performed similarly on a pre-test composed of these tasks. Two days later, some of the children were surprised by the return of their test booklets with either verbal feedback specifying how they could have performed better (""You wrote many short words, but not many long ones"") or a score. All of the children then engaged in slightly different versions of the same tasks. A third session two hours later repeated the original tasks, and children answered questions regarding their motivation on the tasks and the sources of their performance. An important factor to remember for the results of these experiments is that they were conducted in the children’s school classroom, in a manner reminiscent of school assignments. By sixth grade, students have learned that what one does in school is important only when there is evaluative extrinsic rewards and motivation 167 feedback. Unfortunately, university students often appear to feel the same way, visibly going on vacation when told something will not be on the exam. In keeping with this, students who had not gotten their test booklets back before the second session (no feedback) did not perform as well as the others on the later tests. They probably did not see the assignment as important and did not put in effort. Consistent with other studies, the two different kinds of feedback led to differences in performance on the open-ended tasks (not on the fixedsolution ones). For example, students who received verbal feedback about how to do better thought of more uses for objects later than did students who had received grades. In addition, students who received comments reported higher levels of motivation on and more liking for the tasks than did those who received grades. What was new about this study was that grades and comments also had different impacts on what the students felt contributed to their performance: their theories of intelligence. Students who received comments attributed their performance to effort, interest, and skill, whereas students who received grades were more apt to attribute their performance to the reader’s mood: an external, uncontrollable variable. If one has an incremental theory, skill is something one can control. The reader’s mood, on the other hand, is outside one’s control. The literature on learned helplessness and issues discussed in chapter 3 arise. As was discussed there, entity theorists tend to feel helpless in the face of failure. Attributions of effort aligned with these different perceptions of what underlay their performance. Students in the grades group attributed their effort to a desire to avoid failure, whereas those who received comments attributed their effort to their interest in the task. The entity theorists’ performance goals are thus apparent in the group who received grades. Grades and other evaluations, then, undermine motivation perhaps in part because they tend to lead to performance goals instead of mastery ones. Grades appear to lead children to view their level of performance as reflecting their being smart or dumb, not as indicative of having studied hard or not.",Traditional,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1570,"Many others have also shown that positive academic and social effects accrue to those who teach as well as to those who are tutored (Bargh & Schul, 1980; Greer & Polirstok, 1982; Polirstok & Greer, 1986). Increased motivation appears to be partly responsible for this, since students report being more engaged in learning when they expect to teach.",Montessori,Academic,Study,excerpt,Learning from Peers,excerpt_dataset,
excerpt_1571,"Fifth- and sixth-grade students were presented a supplementary set of lessons focused on fractions (Anand & Ross, 1987). Children were randomly assigned to groups and for each group, instruction using the same example problems was couched in contexts designed to have different interest appeal. For the abstract group, all of the instruction examples were presented with general referents (""solid, liquid"") without any meaningful background theme. For example, one item read, ""There are three objects. Each is cut in one-half. In all, how many pieces would there be?"" (p. 73). The concrete group received hypothetical but concrete referents, for example stating that Bill had three candy bars, each of which he cut in half. The third group had examples that were intended to be most interesting, because they were personalized to concern matters of subjective importance, such as one’s birthday, teachers and friends, hobbies, and so on. For example, their teacher (mentioned by name) presented them with three Mars bars (their favorite candy) on their birthday, and if they cut each candy bar in half, how many friends could they share with? As bookends to these lessons, children took pre- and post-tests of their understanding of fractions. The results were clear in supporting that children learn best when the material is of personal interest. On the post-test, the abstract group scored lowest (averaging 2 of 11 problems correct), the concrete next-lowest (3.5 of 11), and the personalized group had the highest score (6 of 11). The fact that the learning environment had a personally interesting context apparently made a great deal of difference to learning.",Montessori,Academic,Study,excerpt,Interest in Human Learning,excerpt_dataset,
excerpt_1572,"In another study examining math learning and interest, children at risk for poor mathematics performance were asked to make up their own math problems rather than take problems from a book (Resnick, Bill, Lesgold, & Leer, 1991). Perhaps stimulating interest even further, they were also asked to discuss those math problems with their classmates (see chapter 6). The results showed that these students advanced dramatically in math, from the 30th to the 70th percentile, during the year of the intervention. The same teacher had used traditional methods (assigning problems from books, and not having students discuss them) the previous year with a similar group, and had seen no such advancement. Both of these steps (having children make up their own problems and discussing those problems with others) naturally occur in Montessori education.",Montessori,Academic,Study,excerpt,Interest in Human Learning,excerpt_dataset,
excerpt_1573,"A study by Csikszentmihalyi and Rathunde (1993) demonstrates the effects of interest on achievement extending over several years across a range of ""talent areas"" from math to music. Over 200 Chicago-area high school students identified as having a particular area of talent were given electronic pagers that paged them at random times for one week. When paged, they filled out a form specifying their thoughts and activities at that moment. Three years later, the students’ progress in their talent areas was assessed. It was found that children’s achievement across the three years was directly related to the level of interest and excitement they expressed when engaged in the activity at the first time point. Because all the students had previously been identified as talented in the area of concern and socioeconomic factors were statistically controlled for, their degree of interest in the activity was the likely determinant of their subsequent progress.",Montessori,Academic,Study,excerpt,Interest in Human Learning,excerpt_dataset,
excerpt_1574,"A further study expanded on the influence of interest on young children’s learning (Renninger, 1990). This study found that children played with interest toys for longer. It also found that children repeated action scripts more, engaged in more types of play, and used more variations in those action scripts with their interest toys. This might be because of the more positive affect (Gasper & Clore, 2002). Preschoolers’ increased use of scripts with interest toys would serve to deepen their understanding of what usually happens in the world. Since play with interest toys was more generative and creative, this study also suggests that children are trying out new, nonscripted events more with interest toys.",Montessori,Behavioral,Study,excerpt,Interest in Human Learning,excerpt_dataset,
excerpt_1575,Montessori children do schoolwork and behave positively apparently because they are internally motivated,Montessori,Academic,Example,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1576,"A follow-up study combined contextualization with personalization and choice (Cordova & Lepper, 1996). Nine- to 11-year-olds were taught a computer math game, strangely titled (in the real world), ‘How the West Was One + Three x Four’ (Seiler, 1989) ... Children in the control condition saw the game in an unembellished, rather banal format, with the title of ‘Math Game.’ For the other children, the game was presented within a spaceship fantasy context and either had the title ‘Space Quest’ and involved the child imagining she or he was piloting a spaceship to other planets to save Earth from an energy crisis, or else had the title ‘Treasure Hunt,’ and involved imagining he or she was the captain of a ship seeking buried treasure. Some children also had personalized games that began with the child’s name (‘Best of luck in your journey, Commander Christy’) and sent the child off on the journey with his or her own personal favorite foods. Children played these games three times at school over a two-week period, for 30 minutes each time. A week later they were tested on their knowledge of the use of parentheses in arithmetic expressions as well as their knowledge of arithmetic operations in a different context. Their enjoyment of the game, their own assessment of their performance, and their desired level of challenge in future games were also assessed. The results were quite clear. When interesting contexts had been provided, children showed better knowledge of how parentheses affect arithmetic operations and were better able to transfer that knowledge to non-computer contexts. Personalization augmented these effects. In addition, students’ motivation was clearly influenced by the manipulation. Students in the context conditions were much more likely to opt for the computer playing its best game, liked the game more, were more willing to stay after school to play the game, believed themselves to be better at the games, and indicated they would seek a more challenging game later. Meaningful contexts clearly enhanced their educational experience.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1577,"The major idea [behind the Jasper project] has been to situate (anchor) learning in meaningful problem-solving environments that invite sustained inquiry about important academic topics"" (p. 35). This was accomplished initially by presenting mathematics problems in popular movies, for example getting children to consider the weight of a gold object in the middle of Raiders of the Lost Ark. Later the researchers developed a series of movies about the adventures of a character named Jasper, again with academic problems embedded. In both cases, the movies supplemented the regular curriculum for some classrooms. Results from a nine-state study of the Jasper project indicated that children in the classes that embedded mathematics problems in interesting movies were better at complex problem solving than were children in traditional mathematics classes.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1578,"Very young children also benefit from being given meaningful contexts. ""Three-year-olds were asked to memorize lists of items, and for some children, those lists were presented as shopping lists needed to play store. The children remembered twice as many items on a shopping list when the context was one of playing store, as opposed to when they were simply told to remember a list."" (Istomina, 1975)",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1579,"In learning new information, one might be more motivated if the information is needed to fill gaps in one’s existing knowledge, for example, than if one begins with no knowledge whatsoever. … In the ‘How the West Was One’ computer math study, not only had the students in the context conditions learned more math, but they also took on greater levels of challenge, responded more positively to the game, rated their own ability on it more highly, and were even willing to stay after school to play the game. … Children in the Jasper project also indicated increased motivation, in that they expressed more positive attitudes toward mathematics than did children in control classes. People are more motivated to learn when what they are learning is embedded in a meaningful context, and that motivation might explain the enhanced learning.",Montessori,Behavioral/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1580,"Students in the integrated contextualized programs … were significantly more interested in mathematics, saw math as more important to their future careers, saw math as more related to ""things that happen in real life,"" saw math as involving thinking rather than memorization, were more motivated by intrinsic factors than grades, and tended to disagree with the statement, ""I like mathematics when I do not have to work hard.""",Montessori,Behavioral/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1581,"Control is an important recurrent issue in child-adult relations, in the classroom and outside it. As was discussed in chapter 3, when children have more of a sense of control in the classroom, they fare better. Just how teachers strive to exert control appears to also have important influence on child outcomes. In one study showing this, teachers were shown a set of vignettes such as the following: Jim is an average student who has been working at grade level… Teachers’ responses resulted in scores for the degree to which they promoted autonomy in the classroom. Autonomy scores were found to align significantly with their students’ judgments of the atmosphere in the classroom, suggesting good correspondence between how students see the teacher and what the teacher thinks is appropriate to do. This data in hand, the authors went on to examine the level of intrinsic motivation and perceived competence of students in these teachers’ classes, testing in both October and May of a regular academic year.",Montessori,Behavioral/Cognitive,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1582,"In both October and May, levels of intrinsic motivation, specifically a preference for challenge, attempts at mastery, and curiosity, were significantly related to teacher’s autonomy-endorsing responses on the questionnaire. Just two months into the school year, children were more intrinsically motivated when they had teachers who promoted autonomy in the classroom. In addition, children whose teachers endorsed autonomy-encouraging approaches perceived themselves to be more cognitively competent and had a higher sense of self-worth. In contrast, when teachers endorsed more controlling and social-comparison strategies, children had less intrinsic motivation and a lower sense of competence in the classroom.",Montessori,Behavioral/Cognitive,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1583,"Other data that might support a teacher-to-student direction of effects show that teachers who endorsed more autonomous classrooms even prior to the school year in which they were studied had students who fared better than those whose teachers endorse traditional practices. Using videotapes of mathematics classroom teaching to supplement teacher and student questionnaires and tests, researchers showed that “students in classrooms in which teachers emphasized effort, learning, and understanding rather than performance, and in which autonomy was encouraged . . . reported experiencing relatively more positive emotions while doing fractions work and enjoying mathematics relatively more than other students.” Children in those classrooms also experienced greater learning gains, particularly in conceptual understanding.",Montessori,Academic/Behavioral,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1584,"Other work on prosocial behavior and rewards concerns the classroom environments that reward systems such as grades appear to produce. Research has shown that among cooperative, competitive, and individualized learning environments for 8- to 10-year-olds, cooperative environments are associated with the most prosocial behavior (Crockenberg & Bryant, 1978; Nadler, Romek, & Shapira-Friedman, 1979).",Montessori,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1585,"Authoritative/democratic parents had children who were more well liked by their peers and who were judged as more prosocial by their teachers. Children of authoritarian/restrictive parents, on the other hand, were least likely to be seen as helpful by their peers and teachers, and were more often disliked by their peers. Thus, when parents are more autonomy supporting and sensitively responsive to their children, and more involved, the children are more well liked by their peers.",Montessori,Behavioral/Social,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1586,"The environments of many traditional school classrooms appear to push children to adopt performance goals. First, research has shown that two types of classroom activity that are very prevalent in traditional American classrooms, individual seat work and teacher-led group presentations (Stigler et al., 2000), tend to lead children to adopt ability-oriented self the168 Montessori ories (Ames, 1992), which go along with performance goals",Traditional,Academic,Example,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1587,". In contrast, project-based work, both collaborative and individual, tends to result in the mastery-oriented approaches that go along with incremental theories.",Montessori,Academic,Example,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_1588,"Whereas the attachment and parenting literatures concern how adults respond to children and child outcomes, the work on self theories concerns children’s representations of the self and how malleable these are to adult feedback. As was mentioned in chapter 5, people’s responses to challenges can be seen as fitting into two basic categories (Dweck, 1999). One is mastery oriented: people aim to overcome the challenges. Such people view mistakes as learning opportunities, and when they err, they continue to engage in the task with the aim of mastering it. The second is a helpless pattern, in which people back down from challenges, opting for easier tasks instead. They tend to view mistakes as reflections of some permanent defect of their character, and thus they seek to avoid tasks that will cast themselves in a negative light.",Montessori,Behavioral/Cognitive,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1589,"The two kinds of responses go along with two different theories of intelligence. The helpless pattern goes along with a theory of intelligence as a fixed entity, and the mastery pattern goes along with a theory of intelligence as malleable. Chapter 5 discussed studies indicating that grading appears to push people to adopt the performance goals that go with an entity theory of intelligence and choose activities that will indicate that they are highly intelligent. By contrast, mastery-oriented responses promote choosing of tasks that help one learn, which inspire one to master challenging tasks (Dweck, 1999).",Montessori,Behavioral/Cognitive,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1590,"Dweck and her colleagues have shown that by implicitly endorsing one or the other theory, adults have a significant impact on children’s learning and well-being. One study examined the influence of different types of adult feedback on fifth-graders’ achievement goals, attributions, and performance (Mueller & Dweck, 1998). The researchers were particularly interested in how feedback about a child’s success would impact a child’s later response to failure, because of the common practice of praising children for their successes by telling them they are smart, good, and so on.",Montessori,Behavioral/Cognitive,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1591,"In the first experiment, children were given three sets of problems to solve. The first set was a moderately difficult one, so all the children did fairly well. At that point, all of the children were told, “Wow, you did very well on these problems.” No matter how they had actually done, all the children were told they had gotten 80% right. “That’s a really high score.” (Children were “debriefed” about the experiment later.) Then, roughly a third of the children were told, “You must be smart at these problems,” in effect giving them an entity or fixed-trait reason for their high score. A different third were told, “You must have worked hard at these problems,” implying an incremental theory of intelligence. The remaining children received no additional feedback. Presumably these children retain their native theory of intelligence, which in the general population is about 43% incremental and about 43% entity. (The rest do not fit clearly into either pattern.) Next, children were told they could do more problems, and were asked to choose what kind of problems they would like, as a measure of their achievement orientation. They were offered a choice of “Problems that aren’t too hard, so I don’t get many wrong,” “Problems that are pretty easy, so I’ll do well,” or “Problems that I’m pretty good at, so I can show that I’m smart” (p. 35). These first three options endorse performance goals and go along with an entity theory, spawning a desire to perform well in order to look intelligent. A fourth option endorsed a learning goal and thus an incremental theory: “Problems that I’ll learn a lot from even if I won’t look so smart.” After stating their preferred choice, children went on to instead do a second, more difficult set of problems that they were told the experimenter had previously chosen. Their own choices would be granted, the experimenter told them, if there was extra time at the end of the session. After completing the second set of problems, they were told they had performed a lot worse on it than on the first set. To check for the impact of the different kinds of success attribution feedback on response to this failure experience, children were next asked about their desire to take some more problems home with them, their enjoyment of the task, their perceptions about how they had done, and their attributions for how they had done. They were then given a third set of problems, which was moderately difficult, like the first set, to allow for an assessment of how the experimental intervention influenced performance. After this final task, all children were debriefed and told the second set of problems was much harder than the first, and was in fact designed for seventh-graders. The researchers ensured that all children felt proud of their performance before leaving the experiment. The results of this study are extremely interesting in terms of their implications for how rapidly children respond to feedback endorsing an entity or an incremental view. Regarding achievement motivation, 92% of the children who had received effort praise chose the learning goal after the first set of problems, by asking to receive additional problems that they would learn from. By comparison, just 8% of the children who had received the intelligence praise chose this option. The other 92% of the children who had received intelligence praise opted for problems that would be easy so they could look smart or do well. Among the children who had gotten no feedback, about half chose performance and half chose learning goals, in keeping with the baseline representation of entity and mastery theorists in the general U.S. population.",Montessori,Behavioral/Cognitive,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1592,"Children’s post-failure attributions after the second set of problems were also affected by the intervention. Those who had been praised for effort after the first problem set attributed their subsequent failure to diminished effort, whereas those who were praised for ability attributed their subsequent failure to lack of ability. Task enjoyment was also very much affected, with children who were praised for intelligence reporting less enjoyment of the task than children who were praised for effort. In terms of persistence, children praised for effort were more likely to want to take some additional problems home. Finally, performance on the third set of problems was also influenced by the intervention feedback after the first set. Children praised for effort did better on the third set of problems than they had on the first set, and children praised for intelligence performed worse. Children who had received no praise showed no change. Thus a single sentence of feedback attributing success to intelligence or effort was associated with a cascade of remarkably different reactions to a subsequent failure event. In five subsequent experiments, the researchers replicated and extended these basic findings. When people with an entity view of intelligence (enduring or induced by feedback) face failure, they attribute the failure to a fixed quality of the self. In the context of such an attribution, people avoid further challenge, instead seeking evidence that they are indeed smart. If brief experimenter feedback can have such a large impact on children, parent and teacher feedback, which continues over time and comes from people who are very important to a child, would be expected to have even more. As was discussed in chapter 5, even when teachers simply told children a test would show “how good you are in relation to other children your age,” children’s performance declined (Graham & Golan, 1991).",Montessori,Behavioral/Cognitive,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1593,"The studies just described show that a feedback event (or a short series of such events) can influence immediate reactions even in very young children. But mastery-oriented and helpless styles are not only temporary states of reaction to recent feedback. In the absence of particular feedback manipulations, children’s responses to challenging situations has been shown to remain stable from kindergarten until fifth grade (Ziegert, Kistner, Castro, & Robertson, 2001), and there is no reason to believe they change thereafter. The research suggests that how adults talk to children about their accomplishments has a host of important consequences. Dweck (1999) describes many other interesting outcomes and considerations regarding these two theories of self as malleable or fixed. The fact that adult feedback appears to push children toward adopting one or the other such view is what is important to the ideas of this chapter. Adult feedback that endorses a malleable view of intelligence is clearly better for children.",Montessori,Behavioral/Cognitive,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1594,"Consistent with Dweck’s findings, Dr. Montessori was against using any sort of entity evaluation of a child, positive or negative. “To tell a person he is clever or clumsy, bright or stupid, good or bad, is a form of betrayal. The child must see for himself what he can do, and it is important to give him not only the means of education but also to supply him with indicators which tell him his mistakes. . . . The child’s interest [is] in doing better.” (1967a, p. 250)",Montessori,Behavioral/Cognitive,Example,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1595,"Condoning a mastery approach to the mistakes one makes, Dr. Montessori advised that “it is well to cultivate a friendly feeling towards error, to treat it as a companion inseparable from our lives, as something having a purpose, which it truly has” (1967a, p. 246). Teachers were advised to have this sense about themselves, and to pass this sense on to children. An attitude that mistakes are valuable because we can learn from them is consistent with a mastery approach to learning and with an incremental theory of intelligence.",Montessori,Behavioral/Cognitive,Example,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1596,"Not correcting children’s work was part of this incremental approach. Dr. Montessori held that children naturally correct their mistakes when they can perceive those mistakes, just as a baby corrects his or her own mistakes in learning to walk. A child learns through repetition of exercises where the mistakes are obvious, she claimed, not from an adult’s correcting his or her work. “What is meant by correcting exercise books? It means marking them from 0 to 10. How can a zero correct anyone’s defects?” (1967a, p. 245). Instead, Dr. Montessori counseled that correction comes from the child’s own observation of his mistakes in the outcome, and that the materials the child works with should make it obvious to the child when he has erred (see the discussion in chapter 5 on the Control of Error).",Montessori,Academic/Cognitive,Example,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1597,"In this way the adult avoids passing judgment on the child and thus inadvertently promoting the performance goal of looking good for the adult. Having children find their own errors through the materials and work to master materials for their own sakes would be expected to lead to (or preserve) a mastery orientation in Montessori children. Dr. Montessori clearly valued intrinsic over performance reasons for one’s work: “If work comes from an inner source, it is much more intense and much more fruitful” (1989, p. 85). Whether Montessori children do have more of a mastery orientation toward schoolwork than do children in traditional school situations is a question for empirical study. Children in other nontraditional school systems clearly do (for example, Boaler, 1997; Boaler & Staples, 2003). Regardless, in counseling teachers never to give entity praise or criticism to children, Dr. Montessori’s recommendations for teachers are consistent with what self-theories research suggests will produce the most optimal child outcomes.",Montessori,Behavioral/Cognitive,Example,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
excerpt_1598,"""Silence is presented as an organized activity done when all children are seated in a circle and the room is darkened; at the teacher's direction, either everyone simply sits as still as they can and listens, or the children listen for their names to be very quietly called from the next room"" ",Montessori,Cognitive,Material,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_1599,"embody many senses, vary in color or texture, etc., sharp contrast will be pointed out and ordered in similar sequence of use, children learn to identify particular types of material and match pairs, learn to put materials in sequence, exercises for thermal sense consisting of metal models of different teperatures of water, tablets of different materials, initially only given 3 colors: red, blue, yellow",Montessori,Cognitive,Material,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_1600,"In traditional schools, recess serves physical, mental, and social functions. Physically, it may well be necessary, because children are asked to sit and listen much of the time and sitting still can be tiring, even sometimes for adults. Like a stretch break in the middle of a one-hour lecture, recess can give the child a chance to recuperate attention by allowing the body to move from a sedentary position. ",Traditional,Social,Example,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_1601,"The mental recreation function of recess in traditional schools might also be unnecessary in Montessori because children freely choose their work and hence are likely to be interested in it (see chapter 4 on interest). In addition, when a child needs a break from work in Montessori, the child can take it. Children can stop and daydream for a time, pick up a recreational book, engage in free drawing, perhaps go outside and play, and so on. Of course, children are not free to abandon their education, and the teacher is responsible for noticing if a child is not using time wisely and intervening if needed. But children are free to make such choices as long as they behave responsibly, and thus the mental-break function of recess may be unnecessary in Montessori.",Montessori,Social,Example,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_1602,"To the extent that children might interact with other children in traditional schooling arrangements, those others are usually of about the same age and ability. One might say that children are grouped in narrow bands. The first band is by age level: most of the children in the classroom are born within one year of each other, with a set birth date as the cut-off for being part of a classroom. Within each classroom, in many schools children are also grouped by ability level for each subject (“tracked”). By learning in this manner, children are removed from other children who are at very different levels. Their learning occurs in a narrow ability band. This is convenient to a factory model, since factories operate most efficiently if all of the raw materials are uniform. It suits the Lockean model of the child as well, since children at the same level are assumed to be alike and thus ready for the same knowledge to be poured in.",Traditional,Academic,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_1603,"To examine this, researchers exposed toddlers to either a female adult or a 3-year-boy performing a variety of actions (Ryalls, Gul, & Ryalls, 2000). While sitting on their mothers’ laps, the children observed the model performing action sequences such as inserting a ball into a plastic egg, closing the egg, and shaking it. To see if they imitated the model’s actions, children were given the objects immediately and again after a one-week delay. Regardless of the delay time, children who had seen a slightly older peer model replicated a greater number of complex action sequences than did children exposed to an adult model, suggesting the peer elicited more imitation. This is a fascinating finding in need of replication. Because only one model was used for each condition, it is possible that some other difference in the models besides their peer/adult status was responsible for the result. We know, for example, that people are particularly apt to imitate those with whom they have better rapport (Bernieri, 1988), and perhaps children felt more rapport with the child for reasons other than age. More research is needed on this issue, using several different peer and adult models, but the finding is intriguing.",Montessori,Academic,Study,excerpt,Learning from Peers,excerpt_dataset,
excerpt_1604,"Montessori encourages learning from peers in part by using three-year age groupings. This ensures that as children move through the classroom they will be exposed to older and younger peers, facilitating both imitative learning and peer tutoring (discussed later). Dr. Montessori was quite clear about the need for this mix of ages: “The main thing is that the groups should contain different ages. . . . To have success you must have these different ages. . . . The older children are interested in the younger, and the younger in the older” (Montessori, 1989, pp. 68–69). A child enters the Primary classroom at 21 ⁄2 or 3 years of age and remains there until he or she has completed the “cycle of materials,” the full set of materials Dr. Montessori determined was optimal for a Primary classroom. For most children, the full set takes about three years to master.",Montessori,Academic,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_1605,"Dr. Montessori believed that when there are not enough other children in the classroom, there are not enough different kinds of work out for children to learn sufficiently from watching each other work, nor are there enough personalities with whom children can practice their social interaction skills. “When the classes are fairly big, differences of character show themselves more clearly, and wider experience can be gained. With small classes this is less easy” (1967a, p. 225).",Montessori,Academic,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_1606,"As with peer tutoring, the benefits of collaborative learning arrangements extend beyond academic achievement to improve the social climate of the classroom (social relations, discipline, and so on) and enhance individual well-being (Aronson, 2002; Johnson & Johnson, 1983; Maheady, 1998; Wright & Cowen, 1985)",Montessori,Academic,Study,excerpt,Learning from Peers,excerpt_dataset,
excerpt_1607,"People are social creatures, and Elementary school children are especially so. The collaborative nature of learning in Montessori provides a context that might also facilitate learning by making it more personally meaningful to children. As was seen in chapter 6, when people learn while knowing they might impart the information to others (in order to teach), they learn better, and this might be in part because the information now has connections beyond oneself.",Montessori,Cognitive/Social,Example,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1608,"Children in the Jasper project described earlier were so motivated to write books to be shared with others that teachers made a rule: ""No leaving recess early to go back to class to work on your book"" (Bransford et al., 1999, p. 61). Montessori children know they might teach another child about a material, and that they might share with the class the knowledge they acquire in writing a report.",Montessori,Cognitive/Social,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1609,"Even within Montessori lessons, children’s social nature is used to motivational advantage. One example of this is the lesson on Divergent and Convergent Lines (see Figure 7.4). When learning these distinctions, children are given small paper dolls to place on the lines. The child can see that when angles are convergent, the people are walking toward each other, and that when they are divergent, they are walking away from each other. Even such small insertions of the social into geometry may make the abstract concept of divergent and convergent lines more meaningful, and more delightful, for children of these ages.",Montessori,Cognitive/Social,Material,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1610,"Since Elementary children are usually working on reports with others, sharing also occurs in the context of discovering new knowledge. Children seem to like to share the knowledge they acquire, and knowing they will present material to others gives the learning an additional purpose.",Montessori,Cognitive/Social,Example,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_1611,"The construct of attachment was first discussed by the British ethnologist and psychoanalyst John Bowlby (1969) as an explanation for the failure of many babies to thrive in European orphanages following World War II--they lacked a close relationship with an adult. According to attachment theory, children need a close adult who will function as a secure base from which to explore the world and a safe haven to which to retreat in times of stress. The psychologist Mary Ainsworth (1967), Bowlby’s colleague, moved the attachment construct from the theoretical to the empirical realm by establishing a method to assess attachment. Her method has been very important to our understanding of child development because it allows us to make reliable long-term predictions of child outcomes.",Montessori,Behavioral/Social,Study,excerpt,Adult Interaction Styles and Child Outcomes,excerpt_dataset,
